Forecast_Cd,Forecast_Name,fecha,mth,dia_sem,dia_sem_txt,cierre_tj,Cant_Trx,flag_tj_vto,flag_tv_vto,flag_tm_vto,flag_tj_cierre,flag_tv_cierre,flag_tm_cierre
301,QDB,9/13/2014,201409,7,SAB,0,0,,,,,,
100,SUCURSALES,9/13/2014,201409,7,SAB,0,0,,,,,,
302,TAS,9/13/2014,201409,7,SAB,0,0,,,,,,
701,TS,9/13/2014,201409,7,SAB,0,0,,,,,,
602,ACCESS BANKING,9/14/2014,201409,1,DOM,0,95820,,,,,,
400,ATM,9/14/2014,201409,1,DOM,0,22156,,,,,,
601,CONNECTION BANKING,9/14/2014,201409,1,DOM,0,18,,,,,,
201,HOLA OPERADOR,9/14/2014,201409,1,DOM,0,1,,,,,,
202,IVR,9/14/2014,201409,1,DOM,0,0,,,,,,
500,MOBILE,9/14/2014,201409,1,DOM,0,10780,,,,,,
301,QDB,9/14/2014,201409,1,DOM,0,0,,,,,,
100,SUCURSALES,9/14/2014,201409,1,DOM,0,0,,,,,,
302,TAS,9/14/2014,201409,1,DOM,0,0,,,,,,
701,TS,9/14/2014,201409,1,DOM,0,0,,,,,,
602,ACCESS BANKING,9/15/2014,201409,2,LUN,0,439433,,,,,,
400,ATM,9/15/2014,201409,2,LUN,0,68384,,,,,,
601,CONNECTION BANKING,9/15/2014,201409,2,LUN,0,76091,,,,,,
201,HOLA OPERADOR,9/15/2014,201409,2,LUN,0,12917,,,,,,
202,IVR,9/15/2014,201409,2,LUN,0,17946,,,,,,
500,MOBILE,9/15/2014,201409,2,LUN,0,18048,,,,,,
301,QDB,9/15/2014,201409,2,LUN,0,26577,,,,,,
100,SUCURSALES,9/15/2014,201409,2,LUN,0,59364,,,,,,
302,TAS,9/15/2014,201409,2,LUN,0,0,,,,,,
701,TS,9/15/2014,201409,2,LUN,0,1455,,,,,,
602,ACCESS BANKING,9/16/2014,201409,3,MAR,0,294106,,,,,,
400,ATM,9/16/2014,201409,3,MAR,0,66279,,,,,,
601,CONNECTION BANKING,9/16/2014,201409,3,MAR,0,65509,,,,,,
201,HOLA OPERADOR,9/16/2014,201409,3,MAR,0,9850,,,,,,
202,IVR,9/16/2014,201409,3,MAR,0,11039,,,,,,
500,MOBILE,9/16/2014,201409,3,MAR,0,17204,,,,,,
301,QDB,9/16/2014,201409,3,MAR,0,21346,,,,,,
100,SUCURSALES,9/16/2014,201409,3,MAR,0,52733,,,,,,
302,TAS,9/16/2014,201409,3,MAR,0,0,,,,,,
701,TS,9/16/2014,201409,3,MAR,0,1640,,,,,,
602,ACCESS BANKING,9/17/2014,201409,4,MIE,0,266879,,,,,,
400,ATM,9/17/2014,201409,4,MIE,0,63764,,,,,,
601,CONNECTION BANKING,9/17/2014,201409,4,MIE,0,63524,,,,,,
201,HOLA OPERADOR,9/17/2014,201409,4,MIE,0,9294,,,,,,
202,IVR,9/17/2014,201409,4,MIE,0,11260,,,,,,
500,MOBILE,9/17/2014,201409,4,MIE,0,15766,,,,,,
301,QDB,9/17/2014,201409,4,MIE,0,18157,,,,,,
100,SUCURSALES,9/17/2014,201409,4,MIE,0,47181,,,,,,
302,TAS,9/17/2014,201409,4,MIE,0,0,,,,,,
701,TS,9/17/2014,201409,4,MIE,0,1660,,,,,,
602,ACCESS BANKING,9/18/2014,201409,5,JUE,2,258788,,,,,,
400,ATM,9/18/2014,201409,5,JUE,2,63717,,,,,,
601,CONNECTION BANKING,9/18/2014,201409,5,JUE,2,59339,,,,,,
201,HOLA OPERADOR,9/18/2014,201409,5,JUE,2,8534,,,,,,
202,IVR,9/18/2014,201409,5,JUE,2,10323,,,,,,
500,MOBILE,9/18/2014,201409,5,JUE,2,15975,,,,,,
301,QDB,9/18/2014,201409,5,JUE,2,17123,,,,,,
100,SUCURSALES,9/18/2014,201409,5,JUE,2,47775,,,,,,
302,TAS,9/18/2014,201409,5,JUE,2,0,,,,,,
701,TS,9/18/2014,201409,5,JUE,2,1623,,,,,,
602,ACCESS BANKING,9/19/2014,201409,6,VIE,0,255900,,,,,,
400,ATM,9/19/2014,201409,6,VIE,0,81608,,,,,,
601,CONNECTION BANKING,9/19/2014,201409,6,VIE,0,60737,,,,,,
201,HOLA OPERADOR,9/19/2014,201409,6,VIE,0,9055,,,,,,
202,IVR,9/19/2014,201409,6,VIE,0,10862,,,,,,
500,MOBILE,9/19/2014,201409,6,VIE,0,18618,,,,,,
301,QDB,9/19/2014,201409,6,VIE,0,20040,,,,,,
100,SUCURSALES,9/19/2014,201409,6,VIE,0,50657,,,,,,
302,TAS,9/19/2014,201409,6,VIE,0,0,,,,,,
701,TS,9/19/2014,201409,6,VIE,0,1652,,,,,,
602,ACCESS BANKING,9/20/2014,201409,7,SAB,0,89732,,,,,,
400,ATM,9/20/2014,201409,7,SAB,0,49951,,,,,,
601,CONNECTION BANKING,9/20/2014,201409,7,SAB,0,26,,,,,,
201,HOLA OPERADOR,9/20/2014,201409,7,SAB,0,390,,,,,,
202,IVR,9/20/2014,201409,7,SAB,0,0,,,,,,
500,MOBILE,9/20/2014,201409,7,SAB,0,11549,,,,,,
301,QDB,9/20/2014,201409,7,SAB,0,0,,,,,,
100,SUCURSALES,9/20/2014,201409,7,SAB,0,0,,,,,,
302,TAS,9/20/2014,201409,7,SAB,0,0,,,,,,
701,TS,9/20/2014,201409,7,SAB,0,0,,,,,,
602,ACCESS BANKING,9/21/2014,201409,1,DOM,0,76730,,,,,,
400,ATM,9/21/2014,201409,1,DOM,0,23638,,,,,,
601,CONNECTION BANKING,9/21/2014,201409,1,DOM,0,2,,,,,,
201,HOLA OPERADOR,9/21/2014,201409,1,DOM,0,1019,,,,,,
202,IVR,9/21/2014,201409,1,DOM,0,0,,,,,,
500,MOBILE,9/21/2014,201409,1,DOM,0,8566,,,,,,
301,QDB,9/21/2014,201409,1,DOM,0,0,,,,,,
100,SUCURSALES,9/21/2014,201409,1,DOM,0,0,,,,,,
302,TAS,9/21/2014,201409,1,DOM,0,0,,,,,,
701,TS,9/21/2014,201409,1,DOM,0,0,,,,,,
602,ACCESS BANKING,9/22/2014,201409,2,LUN,0,373059,,,,,,
400,ATM,9/22/2014,201409,2,LUN,0,59050,,,,,,
601,CONNECTION BANKING,9/22/2014,201409,2,LUN,0,73384,,,,,,
201,HOLA OPERADOR,9/22/2014,201409,2,LUN,0,11141,,,,,,
202,IVR,9/22/2014,201409,2,LUN,0,14791,,,,,,
500,MOBILE,9/22/2014,201409,2,LUN,0,14661,,,,,,
301,QDB,9/22/2014,201409,2,LUN,0,25387,,,,,,
100,SUCURSALES,9/22/2014,201409,2,LUN,0,54383,,,,,,
302,TAS,9/22/2014,201409,2,LUN,0,0,,,,,,
701,TS,9/22/2014,201409,2,LUN,0,1797,,,,,,
602,ACCESS BANKING,9/23/2014,201409,3,MAR,0,259482,,,,,,
400,ATM,9/23/2014,201409,3,MAR,0,52307,,,,,,
601,CONNECTION BANKING,9/23/2014,201409,3,MAR,0,63238,,,,,,
201,HOLA OPERADOR,9/23/2014,201409,3,MAR,0,9456,,,,,,
202,IVR,9/23/2014,201409,3,MAR,0,9766,,,,,,
500,MOBILE,9/23/2014,201409,3,MAR,0,14323,,,,,,
301,QDB,9/23/2014,201409,3,MAR,0,21602,,,,,,
100,SUCURSALES,9/23/2014,201409,3,MAR,0,49441,,,,,,
302,TAS,9/23/2014,201409,3,MAR,0,0,,,,,,
701,TS,9/23/2014,201409,3,MAR,0,1753,,,,,,
602,ACCESS BANKING,9/24/2014,201409,4,MIE,0,240831,,,,,,
400,ATM,9/24/2014,201409,4,MIE,0,53347,,,,,,
601,CONNECTION BANKING,9/24/2014,201409,4,MIE,0,60942,,,,,,
201,HOLA OPERADOR,9/24/2014,201409,4,MIE,0,9383,,,,,,
202,IVR,9/24/2014,201409,4,MIE,0,9231,,,,,,
500,MOBILE,9/24/2014,201409,4,MIE,0,13737,,,,,,
301,QDB,9/24/2014,201409,4,MIE,0,16616,,,,,,
100,SUCURSALES,9/24/2014,201409,4,MIE,0,45354,,,,,,
302,TAS,9/24/2014,201409,4,MIE,0,0,,,,,,
701,TS,9/24/2014,201409,4,MIE,0,1937,,,,,,
602,ACCESS BANKING,9/25/2014,201409,5,JUE,3,263127,,,,,,
400,ATM,9/25/2014,201409,5,JUE,3,54236,,,,,,
601,CONNECTION BANKING,9/25/2014,201409,5,JUE,3,59695,,,,,,
201,HOLA OPERADOR,9/25/2014,201409,5,JUE,3,8363,,,,,,
202,IVR,9/25/2014,201409,5,JUE,3,9062,,,,,,
500,MOBILE,9/25/2014,201409,5,JUE,3,15950,,,,,,
301,QDB,9/25/2014,201409,5,JUE,3,15032,,,,,,
100,SUCURSALES,9/25/2014,201409,5,JUE,3,45574,,,,,,
302,TAS,9/25/2014,201409,5,JUE,3,0,,,,,,
701,TS,9/25/2014,201409,5,JUE,3,2021,,,,,,
602,ACCESS BANKING,9/26/2014,201409,6,VIE,0,247176,,,,,,
400,ATM,9/26/2014,201409,6,VIE,0,65599,,,,,,
601,CONNECTION BANKING,9/26/2014,201409,6,VIE,0,60632,,,,,,
201,HOLA OPERADOR,9/26/2014,201409,6,VIE,0,7968,,,,,,
202,IVR,9/26/2014,201409,6,VIE,0,9444,,,,,,
500,MOBILE,9/26/2014,201409,6,VIE,0,16306,,,,,,
301,QDB,9/26/2014,201409,6,VIE,0,17036,,,,,,
100,SUCURSALES,9/26/2014,201409,6,VIE,0,50532,,,,,,
302,TAS,9/26/2014,201409,6,VIE,0,0,,,,,,
701,TS,9/26/2014,201409,6,VIE,0,1970,,,,,,
602,ACCESS BANKING,9/27/2014,201409,7,SAB,0,107485,,,,,,
400,ATM,9/27/2014,201409,7,SAB,0,41961,,,,,,
601,CONNECTION BANKING,9/27/2014,201409,7,SAB,0,71,,,,,,
201,HOLA OPERADOR,9/27/2014,201409,7,SAB,0,72,,,,,,
202,IVR,9/27/2014,201409,7,SAB,0,0,,,,,,
500,MOBILE,9/27/2014,201409,7,SAB,0,12276,,,,,,
301,QDB,9/27/2014,201409,7,SAB,0,0,,,,,,
100,SUCURSALES,9/27/2014,201409,7,SAB,0,0,,,,,,
302,TAS,9/27/2014,201409,7,SAB,0,0,,,,,,
701,TS,9/27/2014,201409,7,SAB,0,0,,,,,,
602,ACCESS BANKING,9/28/2014,201409,1,DOM,0,107716,,,,,,
400,ATM,9/28/2014,201409,1,DOM,0,20827,,,,,,
601,CONNECTION BANKING,9/28/2014,201409,1,DOM,0,33,,,,,,
201,HOLA OPERADOR,9/28/2014,201409,1,DOM,0,0,,,,,,
202,IVR,9/28/2014,201409,1,DOM,0,0,,,,,,
500,MOBILE,9/28/2014,201409,1,DOM,0,9725,,,,,,
301,QDB,9/28/2014,201409,1,DOM,0,0,,,,,,
100,SUCURSALES,9/28/2014,201409,1,DOM,0,0,,,,,,
302,TAS,9/28/2014,201409,1,DOM,0,0,,,,,,
701,TS,9/28/2014,201409,1,DOM,0,0,,,,,,
602,ACCESS BANKING,9/29/2014,201409,2,LUN,0,455400,,,,,,
400,ATM,9/29/2014,201409,2,LUN,0,54941,,,,,,
601,CONNECTION BANKING,9/29/2014,201409,2,LUN,0,73435,,,,,,
201,HOLA OPERADOR,9/29/2014,201409,2,LUN,0,11263,,,,,,
202,IVR,9/29/2014,201409,2,LUN,0,17351,,,,,,
500,MOBILE,9/29/2014,201409,2,LUN,0,17999,,,,,,
301,QDB,9/29/2014,201409,2,LUN,0,18417,,,,,,
100,SUCURSALES,9/29/2014,201409,2,LUN,0,50792,,,,,,
302,TAS,9/29/2014,201409,2,LUN,0,0,,,,,,
701,TS,9/29/2014,201409,2,LUN,0,1787,,,,,,
602,ACCESS BANKING,9/30/2014,201409,3,MAR,0,428894,,,,,,
400,ATM,9/30/2014,201409,3,MAR,0,74957,,,,,,
601,CONNECTION BANKING,9/30/2014,201409,3,MAR,0,71023,,,,,,
201,HOLA OPERADOR,9/30/2014,201409,3,MAR,0,10059,,,,,,
202,IVR,9/30/2014,201409,3,MAR,0,14173,,,,,,
500,MOBILE,9/30/2014,201409,3,MAR,0,29842,,,,,,
301,QDB,9/30/2014,201409,3,MAR,0,17866,,,,,,
100,SUCURSALES,9/30/2014,201409,3,MAR,0,50659,,,,,,
302,TAS,9/30/2014,201409,3,MAR,0,0,,,,,,
701,TS,9/30/2014,201409,3,MAR,0,1638,,,,,,
602,ACCESS BANKING,10/1/2014,201410,4,MIE,0,532164,,,,,,
400,ATM,10/1/2014,201410,4,MIE,0,90523,,,,,,
601,CONNECTION BANKING,10/1/2014,201410,4,MIE,0,77218,,,,,,
201,HOLA OPERADOR,10/1/2014,201410,4,MIE,0,11553,,,,,,
202,IVR,10/1/2014,201410,4,MIE,0,15089,,,,,,
500,MOBILE,10/1/2014,201410,4,MIE,0,35157,,,,,,
301,QDB,10/1/2014,201410,4,MIE,0,18159,,,,,,
100,SUCURSALES,10/1/2014,201410,4,MIE,0,59493,,,,,,
302,TAS,10/1/2014,201410,4,MIE,0,0,,,,,,
701,TS,10/1/2014,201410,4,MIE,0,1583,,,,,,
602,ACCESS BANKING,10/2/2014,201410,5,JUE,3,428238,,,,,,
400,ATM,10/2/2014,201410,5,JUE,3,81177,,,,,,
601,CONNECTION BANKING,10/2/2014,201410,5,JUE,3,73801,,,,,,
201,HOLA OPERADOR,10/2/2014,201410,5,JUE,3,9489,,,,,,
202,IVR,10/2/2014,201410,5,JUE,3,11223,,,,,,
500,MOBILE,10/2/2014,201410,5,JUE,3,25512,,,,,,
301,QDB,10/2/2014,201410,5,JUE,3,18286,,,,,,
100,SUCURSALES,10/2/2014,201410,5,JUE,3,55263,,,,,,
302,TAS,10/2/2014,201410,5,JUE,3,0,,,,,,
701,TS,10/2/2014,201410,5,JUE,3,1658,,,,,,
602,ACCESS BANKING,10/3/2014,201410,6,VIE,0,420671,,,,,,
400,ATM,10/3/2014,201410,6,VIE,0,86566,,,,,,
601,CONNECTION BANKING,10/3/2014,201410,6,VIE,0,70197,,,,,,
201,HOLA OPERADOR,10/3/2014,201410,6,VIE,0,10171,,,,,,
202,IVR,10/3/2014,201410,6,VIE,0,13541,,,,,,
500,MOBILE,10/3/2014,201410,6,VIE,0,27253,,,,,,
301,QDB,10/3/2014,201410,6,VIE,0,21262,,,,,,
100,SUCURSALES,10/3/2014,201410,6,VIE,0,57699,,,,,,
302,TAS,10/3/2014,201410,6,VIE,0,0,,,,,,
701,TS,10/3/2014,201410,6,VIE,0,1698,,,,,,
602,ACCESS BANKING,10/4/2014,201410,7,SAB,0,182934,,,,,,
400,ATM,10/4/2014,201410,7,SAB,0,74501,,,,,,
601,CONNECTION BANKING,10/4/2014,201410,7,SAB,0,26,,,,,,
201,HOLA OPERADOR,10/4/2014,201410,7,SAB,0,158,,,,,,
202,IVR,10/4/2014,201410,7,SAB,0,0,,,,,,
500,MOBILE,10/4/2014,201410,7,SAB,0,23548,,,,,,
301,QDB,10/4/2014,201410,7,SAB,0,0,,,,,,
100,SUCURSALES,10/4/2014,201410,7,SAB,0,0,,,,,,
302,TAS,10/4/2014,201410,7,SAB,0,0,,,,,,
701,TS,10/4/2014,201410,7,SAB,0,0,,,,,,
602,ACCESS BANKING,10/5/2014,201410,1,DOM,0,166157,,,,,,
400,ATM,10/5/2014,201410,1,DOM,0,27621,,,,,,
601,CONNECTION BANKING,10/5/2014,201410,1,DOM,0,4,,,,,,
201,HOLA OPERADOR,10/5/2014,201410,1,DOM,0,0,,,,,,
202,IVR,10/5/2014,201410,1,DOM,0,0,,,,,,
500,MOBILE,10/5/2014,201410,1,DOM,0,13945,,,,,,
301,QDB,10/5/2014,201410,1,DOM,0,0,,,,,,
100,SUCURSALES,10/5/2014,201410,1,DOM,0,0,,,,,,
302,TAS,10/5/2014,201410,1,DOM,0,0,,,,,,
701,TS,10/5/2014,201410,1,DOM,0,0,,,,,,
602,ACCESS BANKING,10/6/2014,201410,2,LUN,0,705660,,,,,,
400,ATM,10/6/2014,201410,2,LUN,0,94848,,,,,,
601,CONNECTION BANKING,10/6/2014,201410,2,LUN,0,83621,,,,,,
201,HOLA OPERADOR,10/6/2014,201410,2,LUN,0,13733,,,,,,
202,IVR,10/6/2014,201410,2,LUN,0,23334,,,,,,
500,MOBILE,10/6/2014,201410,2,LUN,0,27199,,,,,,
301,QDB,10/6/2014,201410,2,LUN,0,30165,,,,,,
100,SUCURSALES,10/6/2014,201410,2,LUN,0,63835,,,,,,
302,TAS,10/6/2014,201410,2,LUN,0,0,,,,,,
701,TS,10/6/2014,201410,2,LUN,0,1494,,,,,,
602,ACCESS BANKING,10/7/2014,201410,3,MAR,0,477861,,,,,,
400,ATM,10/7/2014,201410,3,MAR,0,93012,,,,,,
601,CONNECTION BANKING,10/7/2014,201410,3,MAR,0,69263,,,,,,
201,HOLA OPERADOR,10/7/2014,201410,3,MAR,0,11789,,,,,,
202,IVR,10/7/2014,201410,3,MAR,0,13720,,,,,,
500,MOBILE,10/7/2014,201410,3,MAR,0,27125,,,,,,
301,QDB,10/7/2014,201410,3,MAR,0,27397,,,,,,
100,SUCURSALES,10/7/2014,201410,3,MAR,0,56797,,,,,,
302,TAS,10/7/2014,201410,3,MAR,0,0,,,,,,
701,TS,10/7/2014,201410,3,MAR,0,1575,,,,,,
602,ACCESS BANKING,10/8/2014,201410,4,MIE,0,292001,,,,,,
400,ATM,10/8/2014,201410,4,MIE,0,87684,,,,,,
601,CONNECTION BANKING,10/8/2014,201410,4,MIE,0,43321,,,,,,
201,HOLA OPERADOR,10/8/2014,201410,4,MIE,0,10426,,,,,,
202,IVR,10/8/2014,201410,4,MIE,0,13946,,,,,,
500,MOBILE,10/8/2014,201410,4,MIE,0,28323,,,,,,
301,QDB,10/8/2014,201410,4,MIE,0,29171,,,,,,
100,SUCURSALES,10/8/2014,201410,4,MIE,0,54743,,,,,,
302,TAS,10/8/2014,201410,4,MIE,0,0,,,,,,
701,TS,10/8/2014,201410,4,MIE,0,1103,,,,,,
602,ACCESS BANKING,10/9/2014,201410,5,JUE,2,468629,,,,,,
400,ATM,10/9/2014,201410,5,JUE,2,78128,,,,,,
601,CONNECTION BANKING,10/9/2014,201410,5,JUE,2,74616,,,,,,
201,HOLA OPERADOR,10/9/2014,201410,5,JUE,2,11468,,,,,,
202,IVR,10/9/2014,201410,5,JUE,2,12304,,,,,,
500,MOBILE,10/9/2014,201410,5,JUE,2,21773,,,,,,
301,QDB,10/9/2014,201410,5,JUE,2,25175,,,,,,
100,SUCURSALES,10/9/2014,201410,5,JUE,2,52005,,,,,,
302,TAS,10/9/2014,201410,5,JUE,2,0,,,,,,
701,TS,10/9/2014,201410,5,JUE,2,1798,,,,,,
602,ACCESS BANKING,10/10/2014,201410,6,VIE,0,413697,,,,,,
400,ATM,10/10/2014,201410,6,VIE,0,90558,,,,,,
601,CONNECTION BANKING,10/10/2014,201410,6,VIE,0,68187,,,,,,
201,HOLA OPERADOR,10/10/2014,201410,6,VIE,0,11010,,,,,,
202,IVR,10/10/2014,201410,6,VIE,0,12929,,,,,,
500,MOBILE,10/10/2014,201410,6,VIE,0,23585,,,,,,
301,QDB,10/10/2014,201410,6,VIE,0,32108,,,,,,
100,SUCURSALES,10/10/2014,201410,6,VIE,0,61035,,,,,,
302,TAS,10/10/2014,201410,6,VIE,0,0,,,,,,
701,TS,10/10/2014,201410,6,VIE,0,1690,,,,,,
602,ACCESS BANKING,10/11/2014,201410,7,SAB,0,119486,,,,,,
400,ATM,10/11/2014,201410,7,SAB,0,51947,,,,,,
601,CONNECTION BANKING,10/11/2014,201410,7,SAB,0,45,,,,,,
201,HOLA OPERADOR,10/11/2014,201410,7,SAB,0,496,,,,,,
202,IVR,10/11/2014,201410,7,SAB,0,0,,,,,,
500,MOBILE,10/11/2014,201410,7,SAB,0,14854,,,,,,
301,QDB,10/11/2014,201410,7,SAB,0,0,,,,,,
100,SUCURSALES,10/11/2014,201410,7,SAB,0,0,,,,,,
302,TAS,10/11/2014,201410,7,SAB,0,0,,,,,,
701,TS,10/11/2014,201410,7,SAB,0,0,,,,,,
602,ACCESS BANKING,10/12/2014,201410,1,DOM,0,84056,,,,,,
400,ATM,10/12/2014,201410,1,DOM,0,26754,,,,,,
601,CONNECTION BANKING,10/12/2014,201410,1,DOM,0,2,,,,,,
201,HOLA OPERADOR,10/12/2014,201410,1,DOM,0,0,,,,,,
202,IVR,10/12/2014,201410,1,DOM,0,0,,,,,,
500,MOBILE,10/12/2014,201410,1,DOM,0,10139,,,,,,
301,QDB,10/12/2014,201410,1,DOM,0,0,,,,,,
100,SUCURSALES,10/12/2014,201410,1,DOM,0,0,,,,,,
302,TAS,10/12/2014,201410,1,DOM,0,0,,,,,,
701,TS,10/12/2014,201410,1,DOM,0,0,,,,,,
602,ACCESS BANKING,10/13/2014,201410,2,LUN,0,150516,,,,,,
400,ATM,10/13/2014,201410,2,LUN,0,28381,,,,,,
601,CONNECTION BANKING,10/13/2014,201410,2,LUN,0,31,,,,,,
201,HOLA OPERADOR,10/13/2014,201410,2,LUN,0,36,,,,,,
202,IVR,10/13/2014,201410,2,LUN,0,0,,,,,,
500,MOBILE,10/13/2014,201410,2,LUN,0,12795,,,,,,
301,QDB,10/13/2014,201410,2,LUN,0,7,,,,,,
100,SUCURSALES,10/13/2014,201410,2,LUN,0,0,,,,,,
302,TAS,10/13/2014,201410,2,LUN,0,0,,,,,,
701,TS,10/13/2014,201410,2,LUN,0,0,,,,,,
602,ACCESS BANKING,10/14/2014,201410,3,MAR,0,607264,,,,,,
400,ATM,10/14/2014,201410,3,MAR,0,78080,,,,,,
601,CONNECTION BANKING,10/14/2014,201410,3,MAR,0,83905,,,,,,
201,HOLA OPERADOR,10/14/2014,201410,3,MAR,0,15584,,,,,,
202,IVR,10/14/2014,201410,3,MAR,0,23151,,,,,,
500,MOBILE,10/14/2014,201410,3,MAR,0,22240,,,,,,
301,QDB,10/14/2014,201410,3,MAR,0,36918,,,,,,
100,SUCURSALES,10/14/2014,201410,3,MAR,0,63779,,,,,,
302,TAS,10/14/2014,201410,3,MAR,0,0,,,,,,
701,TS,10/14/2014,201410,3,MAR,0,1472,,,,,,
602,ACCESS BANKING,10/15/2014,201410,4,MIE,0,393851,,,,,,
400,ATM,10/15/2014,201410,4,MIE,0,78505,,,,,,
601,CONNECTION BANKING,10/15/2014,201410,4,MIE,0,70794,,,,,,
201,HOLA OPERADOR,10/15/2014,201410,4,MIE,0,11595,,,,,,
202,IVR,10/15/2014,201410,4,MIE,0,14223,,,,,,
500,MOBILE,10/15/2014,201410,4,MIE,0,22556,,,,,,
301,QDB,10/15/2014,201410,4,MIE,0,35417,,,,,,
100,SUCURSALES,10/15/2014,201410,4,MIE,0,62789,,,,,,
302,TAS,10/15/2014,201410,4,MIE,0,0,,,,,,
701,TS,10/15/2014,201410,4,MIE,0,1616,,,,,,
602,ACCESS BANKING,10/16/2014,201410,5,JUE,2,338540,,,,,,
400,ATM,10/16/2014,201410,5,JUE,2,72722,,,,,,
601,CONNECTION BANKING,10/16/2014,201410,5,JUE,2,65507,,,,,,
201,HOLA OPERADOR,10/16/2014,201410,5,JUE,2,12142,,,,,,
202,IVR,10/16/2014,201410,5,JUE,2,12953,,,,,,
500,MOBILE,10/16/2014,201410,5,JUE,2,21082,,,,,,
301,QDB,10/16/2014,201410,5,JUE,2,26785,,,,,,
100,SUCURSALES,10/16/2014,201410,5,JUE,2,54611,,,,,,
302,TAS,10/16/2014,201410,5,JUE,2,0,,,,,,
701,TS,10/16/2014,201410,5,JUE,2,1740,,,,,,
602,ACCESS BANKING,10/17/2014,201410,6,VIE,0,306661,,,,,,
400,ATM,10/17/2014,201410,6,VIE,0,82343,,,,,,
601,CONNECTION BANKING,10/17/2014,201410,6,VIE,0,67109,,,,,,
201,HOLA OPERADOR,10/17/2014,201410,6,VIE,0,12279,,,,,,
202,IVR,10/17/2014,201410,6,VIE,0,13394,,,,,,
500,MOBILE,10/17/2014,201410,6,VIE,0,21812,,,,,,
301,QDB,10/17/2014,201410,6,VIE,0,27646,,,,,,
100,SUCURSALES,10/17/2014,201410,6,VIE,0,52475,,,,,,
302,TAS,10/17/2014,201410,6,VIE,0,0,,,,,,
701,TS,10/17/2014,201410,6,VIE,0,1736,,,,,,
602,ACCESS BANKING,10/18/2014,201410,7,SAB,0,114664,,,,,,
400,ATM,10/18/2014,201410,7,SAB,0,58263,,,,,,
601,CONNECTION BANKING,10/18/2014,201410,7,SAB,0,57,,,,,,
201,HOLA OPERADOR,10/18/2014,201410,7,SAB,0,153,,,,,,
202,IVR,10/18/2014,201410,7,SAB,0,0,,,,,,
500,MOBILE,10/18/2014,201410,7,SAB,0,14877,,,,,,
301,QDB,10/18/2014,201410,7,SAB,0,0,,,,,,
100,SUCURSALES,10/18/2014,201410,7,SAB,0,0,,,,,,
302,TAS,10/18/2014,201410,7,SAB,0,0,,,,,,
701,TS,10/18/2014,201410,7,SAB,0,0,,,,,,
602,ACCESS BANKING,10/19/2014,201410,1,DOM,0,74227,,,,,,
400,ATM,10/19/2014,201410,1,DOM,0,25058,,,,,,
601,CONNECTION BANKING,10/19/2014,201410,1,DOM,0,28,,,,,,
201,HOLA OPERADOR,10/19/2014,201410,1,DOM,0,0,,,,,,
202,IVR,10/19/2014,201410,1,DOM,0,0,,,,,,
500,MOBILE,10/19/2014,201410,1,DOM,0,9450,,,,,,
301,QDB,10/19/2014,201410,1,DOM,0,0,,,,,,
100,SUCURSALES,10/19/2014,201410,1,DOM,0,0,,,,,,
302,TAS,10/19/2014,201410,1,DOM,0,0,,,,,,
701,TS,10/19/2014,201410,1,DOM,0,0,,,,,,
602,ACCESS BANKING,10/20/2014,201410,2,LUN,0,430521,,,,,,
400,ATM,10/20/2014,201410,2,LUN,0,65666,,,,,,
601,CONNECTION BANKING,10/20/2014,201410,2,LUN,0,75075,,,,,,
201,HOLA OPERADOR,10/20/2014,201410,2,LUN,0,12180,,,,,,
202,IVR,10/20/2014,201410,2,LUN,0,17646,,,,,,
500,MOBILE,10/20/2014,201410,2,LUN,0,17114,,,,,,
301,QDB,10/20/2014,201410,2,LUN,0,28641,,,,,,
100,SUCURSALES,10/20/2014,201410,2,LUN,0,57323,,,,,,
302,TAS,10/20/2014,201410,2,LUN,0,0,,,,,,
701,TS,10/20/2014,201410,2,LUN,0,1715,,,,,,
602,ACCESS BANKING,10/21/2014,201410,3,MAR,0,287017,,,,,,
400,ATM,10/21/2014,201410,3,MAR,0,72098,,,,,,
601,CONNECTION BANKING,10/21/2014,201410,3,MAR,0,66728,,,,,,
201,HOLA OPERADOR,10/21/2014,201410,3,MAR,0,11522,,,,,,
202,IVR,10/21/2014,201410,3,MAR,0,11224,,,,,,
500,MOBILE,10/21/2014,201410,3,MAR,0,18522,,,,,,
301,QDB,10/21/2014,201410,3,MAR,0,25553,,,,,,
100,SUCURSALES,10/21/2014,201410,3,MAR,0,53176,,,,,,
302,TAS,10/21/2014,201410,3,MAR,0,0,,,,,,
701,TS,10/21/2014,201410,3,MAR,0,1592,,,,,,
602,ACCESS BANKING,10/22/2014,201410,4,MIE,0,248065,,,,,,
400,ATM,10/22/2014,201410,4,MIE,0,54256,,,,,,
601,CONNECTION BANKING,10/22/2014,201410,4,MIE,0,60412,,,,,,
201,HOLA OPERADOR,10/22/2014,201410,4,MIE,0,8855,,,,,,
202,IVR,10/22/2014,201410,4,MIE,0,8776,,,,,,
500,MOBILE,10/22/2014,201410,4,MIE,0,14497,,,,,,
301,QDB,10/22/2014,201410,4,MIE,0,10021,,,,,,
100,SUCURSALES,10/22/2014,201410,4,MIE,0,24993,,,,,,
302,TAS,10/22/2014,201410,4,MIE,0,0,,,,,,
701,TS,10/22/2014,201410,4,MIE,0,1385,,,,,,
